id,xpos,ypos,type
h_311,0.7434224082885252,0.147294453719057,house
h_312,0.612495266135208,0.8570472643548995,house
h_313,0.550018189234179,0.5271198170017303,house
h_314,0.5889910783714328,0.5416185034387665,house
h_315,0.25183044750604144,0.8344935783231953,house
h_316,0.15422652507612963,0.23443914540315253,house
h_317,0.6649601405616524,0.8047963536200818,house
h_318,0.3569677147453218,0.8978888473517149,house
h_319,0.6091886112875394,0.7622115615730244,house
h_320,0.5755275513898884,0.9258248676662185,house
h_321,0.5739045120324535,0.5467608055267706,house
h_322,0.3484506758000068,0.9044814873326943,house
h_323,0.5367406607162767,0.5065700986346021,house
h_324,0.6492600265267918,0.5156679737867211,house
h_325,0.5632272195741608,0.5208347811164167,house
h_326,0.5172812689097068,0.8515475520229986,house
h_327,0.6174827872952734,0.6626701793058151,house
h_328,0.6023807629980928,0.933133537404666,house
h_329,0.10264562199125099,0.30564804111881677,house
h_330,0.5554286596187977,0.5298933038794026,house
h_331,0.503736420998556,0.8241016115301393,house
h_332,0.4967826867510481,0.8876262606513712,house
h_333,0.5542328340692393,0.5463098792844645,house
h_334,0.43934486345166424,0.49578970400965366,house
h_335,0.5884314963101914,0.6763168656370544,house
h_336,0.6144793935904355,0.48996249655236773,house
h_337,0.5702586941571439,0.4916367482989456,house
h_338,0.7250995743973611,0.33541295503499924,house
h_339,0.572573263606522,0.50086889330688,house
h_340,0.7229254394035627,0.6545721306577442,house
h_341,0.15671996804800092,0.2266083129079741,house
h_342,0.17335976778835235,0.33317952383717486,house
h_343,0.5428811916534733,0.6770907794074704,house
h_344,0.315463087726379,0.8316073822302011,house
h_345,0.6063792249454739,0.5043110976941085,house
h_346,0.43761733752010656,0.3209005207103769,house
h_347,0.274689471000915,0.8425105463783064,house
h_348,0.3060200514047256,0.8363026908320655,house
h_349,0.6068310114146963,0.4754778131105202,house
h_350,0.5750063810716621,0.38090311722321696,house
h_351,0.682528922578311,0.5136743941600495,house
h_352,0.8840572931197219,0.5794722196586601,house
h_353,0.28610859778388037,0.8699370513222583,house
h_354,0.5630194637525459,0.5549213738020997,house
h_355,0.621104429947704,0.8714541566887115,house
h_356,0.6883948917130491,0.537708787701348,house
h_357,0.5563371131702033,0.6577829082369081,house
h_358,0.576708000182035,0.46940381527498887,house
h_359,0.6734968866306166,0.29775245221864194,house
h_360,0.5411795781963219,0.7527249698508315,house
h_361,0.5158740881003416,0.47191433384587744,house
h_362,0.7041695187531666,0.5342222287349793,house
h_363,0.6134118678605154,0.5067798704559495,house
h_364,0.6179983023381457,0.4815464580281027,house
h_365,0.4475553075676553,0.35383613918351386,house
h_366,0.2634070767568711,0.8479916911589829,house
h_367,0.6259519074952358,0.8799000186135167,house
h_368,0.5442157811322084,0.32063899242797234,house
h_369,0.6202761371663301,0.8847001262280828,house
h_370,0.7277206812016583,0.13287638878243366,house
h_371,0.5762976329686723,0.4313699420790218,house
h_372,0.40042161712043545,0.3213671779771268,house
h_373,0.2604719025090958,0.8346390456094013,house
h_374,0.5863034411379173,0.5611852043132863,house
h_375,0.07180706013640624,0.29455467458352846,house
h_376,0.5339080057221893,0.3827191120552119,house
h_377,0.4573919097339096,0.32217847651726367,house
h_378,0.6199528691078955,0.9154084267790585,house
h_379,0.5637994384656938,0.557374778028333,house
h_380,0.8826951272355982,0.5938102887604475,house
h_381,0.5632564672768394,0.8403350781350157,house
h_382,0.6946820445547213,0.26057508067169816,house
h_383,0.5664905508874944,0.4158730546950376,house
h_384,0.5535649627014692,0.8188733413433371,house
h_385,0.08865356419951696,0.2955382211384476,house
h_386,0.288295482201262,0.8412867832804072,house
h_387,0.7106543121204753,0.3668830203924029,house
h_388,0.23653297084889072,0.2555300249171846,house
h_389,0.5549888956633312,0.5281271388551307,house
h_390,0.5594102787404752,0.8214805798939009,house
h_391,0.5904486932158817,0.5361833450907767,house
h_392,0.5468691197682636,0.6419984042048612,house
h_393,0.5032037266777594,0.8895576560545544,house
h_394,0.591591231517151,0.9399582993779313,house
h_395,0.537588964010755,0.3335686879320634,house
h_396,0.2741158802614169,0.8369014529522462,house
h_397,0.5358637596680633,0.7630478681221954,house
h_398,0.11780586108852457,0.3251562991246272,house
h_399,0.5729860447446687,0.3782427864649611,house
h_400,0.48677386867062045,0.8351527171882223,house
h_401,0.2741855279273273,0.8042971766311648,house
h_402,0.26243620412306246,0.8538100697774356,house
h_403,0.254452919562883,0.30081790154833293,house
h_404,0.6354569144105369,0.390974145927146,house
h_405,0.07558180533873146,0.25818222202060614,house
h_406,0.7645365264413805,0.40776357342736297,house
h_407,0.40243632284067454,0.8832119802477646,house
h_408,0.058974649948898276,0.6803386287045086,house
h_409,0.5225197417496196,0.6303326925472479,house
h_410,0.547117714448527,0.4029184178790314,house
h_411,0.2518245116254204,0.23951955127254396,house
