id,xpos,ypos,stoppoint
n_id241,0.508535203,0.33847422,-1
n_id242,0.512483751,0.30608194,-1
n_id243,0.513077339,0.301580275,-1
n_id244,0.507264924,0.301015612,-1
n_id245,0.500911158,0.305112158,-1
n_id246,0.499145827,0.31563742,-1
n_id247,0.497900479,0.327191903,-1
n_id248,0.503640476,0.33630316,-1
n_id249,0.459178355,0.288170694,-1
n_id250,0.463098411,0.297382058,-1
n_id251,0.475262218,0.314828747,-1
n_id252,0.480307716,0.322982736,-1
n_id253,0.459833677,0.317365822,-1
n_id254,0.449253563,0.317999309,-1
n_id255,0.461530151,0.339286022,-1
n_id256,0.440954015,0.340304293,-1
n_id257,0.429393294,0.319238127,-1
n_id258,0.431133694,0.34120838,-1
n_id259,0.411466934,0.343255871,-1
n_id260,0.409408371,0.326441104,-1
n_id261,0.409287279,0.325446295,-1
n_id262,0.410475642,0.324299763,-1
n_id263,0.398454297,0.327550096,-1
n_id264,0.400455876,0.34418342,-1
n_id265,0.591199463,0.30625087,-1
n_id266,0.654767996,0.278183505,-1
n_id267,0.600007123,0.345489497,-1
n_id268,0.626257961,0.346035391,-1
n_id269,0.2751435,0.341220893,-1
n_id270,0.279918322,0.345398776,-1
n_id271,0.287611224,0.327756566,-1
n_id272,0.296543537,0.313679087,-1
n_id273,0.326244309,0.284934438,-1
n_id274,0.312253438,0.300901428,-1
n_id275,0.34528424,0.26833709,-1
n_id276,0.327306832,0.282326976,-1
n_id277,0.330670102,0.251883645,-1
n_id278,0.377305941,0.245666092,-1
n_id279,0.385188791,0.238711817,-1
n_id280,0.385091442,0.234809227,-1
n_id281,0.374085132,0.23221115,-1
n_id282,0.370318223,0.22216765,-1
n_id283,0.368413992,0.223375185,-1
n_id284,0.344962515,0.241017395,-1
n_id285,0.685521794,0.31330838,-1
n_id286,0.678777446,0.313455411,-1
n_id287,0.671840776,0.313122244,-1
n_id288,0.237699965,0.348111037,-1
n_id289,0.238707878,0.331000643,-1
n_id290,0.215281331,0.321803356,-1
n_id291,0.210220399,0.327019845,-1
n_id292,0.242769207,0.350094397,-1
n_id293,0.243369918,0.352717501,-1
n_id294,0.245475969,0.353232111,-1
n_id295,0.251090124,0.35183062,-1
n_id296,0.265555866,0.356205588,-1
n_id297,0.265124921,0.362754744,-1
n_id298,0.260512741,0.371972364,-1
n_id299,0.272496097,0.377781671,-1
n_id300,0.244729235,0.346806524,-1
n_id301,0.521015985,0.338206748,-1
n_id302,0.522033395,0.306906255,-1
n_id303,0.586257249,0.330245151,-1
n_id304,0.579248161,0.330059016,-1
n_id305,0.593373183,0.330734735,-1
n_id306,0.606270664,0.328837404,-1
n_id307,0.621580488,0.329844725,-1
n_id308,0.628190684,0.320979042,-1
n_id309,0.637504081,0.315789144,-1
n_id310,0.718233244,0.323996315,-1
n_id311,0.724587011,0.326229942,-1
n_id312,0.651303816,0.315227609,-1
n_id313,0.360085952,0.253730923,-1
n_id314,0.362669247,0.254528647,-1
n_id315,0.71805873,0.110231356,-1
n_id316,0.736357862,0.121347872,-1
n_id317,0.722853734,0.136260615,-1
n_id318,0.718463557,0.133276189,-1
n_id319,0.698091614,0.160872741,-1
n_id320,0.744257332,0.150103469,-1
n_id321,0.754453988,0.13241277,-1
n_id322,0.690023565,0.19791841,-1
n_id323,0.682107475,0.197507035,-1
n_id324,0.675946031,0.200425766,-1
n_id325,0.657109107,0.217794247,-1
n_id326,0.651375047,0.229525479,-1
n_id327,0.501523741,0.272932605,-1
n_id328,0.524703354,0.265660805,-1
n_id329,0.671997483,0.429385017,-1
